enum_name,location,dist_lab,reg_lab,loc_lab,fms_lab,state_lab,school_name,cluster_id,uniqueid,consent,location_resp,neighborhood,gender,age,income_band,income_mid,mch_funder,mch_funder_rand,mch_time,hc_pref,hc_pref_rand,school_pref,school_pref_rand,income10pct,income5pct,willing_insurance10,willing_insurance5,trust_dist,trust_dist_rand,trust_fms,trust_fms_rand,trust_fgs,trust_fgs_rand,support_rem,support_closefam,support_clan,support_aid,amount_rem,amount_closefam,amount_clan,amount_aid,tax_willing,tax_willing_rand,clan_tax,clan_tax_freq,clan_tax_freq_oth,clan_tax_amt,clan_tax_allmen,clan_tax_female,clan_tax_female_rand,csupp_subclan,csupp_subclan_rand,csupp_connection,csupp_connection_rand,csupp_need,csupp_need_rand,csupp_severity,csupp_severity_rand,csupp_fundsavail,csupp_fundsavail_rand,csupp_age,csupp_age_rand,csupp_gender,csupp_gender_rand,support_timing,csupp_likely,csupp_likely_rand,trust_dc,trust_dc_rand,trust_hir,trust_hir_rand,trust_gal,trust_gal_rand,trust_punt,trust_punt_rand,trust_sws,trust_sws_rand,trust_fgspres,trust_fgspres_rand,trust_imam,trust_imam_rand,trust_aqil,trust_aqil_rand,hh_size,born_district,born_district_oth,years_moved_dist,clan_family,clan,clan_oth,subclan,subclan_oth
20,Adaado,Cadaado,Galgaduud,Galmudug,Galmudug,Galmudug,Hayaan Hoose iyo Dhexe Dugsiga,ADA1103,ADA1103_14_2,Yes,Adaado,Xaafada galbeed,Male,29,100-200 USD,150,An aid agency,Main response order,Less than 10 minutes,Health clinic run by the district government,Reverse response order,Better,Main response order,15,7.5,Yes,,I would not trust it at all,Reverse response order,I would trust it somewhat,Reverse response order,I would trust it somewhat,Reverse response order,No,No,No,No,,,,,Very willing,Main response order,Yes,Other,Bilahan maan arag,5,Yes,"No, women do not contribute",Main response order,No,Reverse response order,Yes,Reverse response order,Yes,Reverse response order,Yes,Reverse response order,No,Reverse response order,No,Reverse response order,Yes,Reverse response order,Between 4 days and 1 week,Not likely at all,Reverse response order,Trust them very much,Reverse response order,,,Trust them very much,Reverse response order,,,,,Trust them very much,Reverse response order,Trust them very much,Reverse response order,Trust them very much,Reverse response order,4,Adaado,,,Hawiye,Habar Gedir - Saleeban,,farax  - reer warsame,
4,Adaado,Cadaado,Galgaduud,Galmudug,Galmudug,Galmudug,Hayaan Hoose iyo Dhexe Dugsiga,ADA1103,ADA1103_1_1,Yes,Adaado,wabari,Female,20,100-200 USD,150,An aid agency,Main response order,Less than 10 minutes,Private health clinic,Reverse response order,Worse,Reverse response order,15,7.5,Yes,,I would trust it somewhat,Main response order,I would trust it completely,Main response order,I would trust it somewhat,Main response order,Yes,Yes,No,No,200,50,,,Very willing,Main response order,Yes,Once every 12 months,,10,Yes,"Yes, but only some women contribute",Reverse response order,No,Reverse response order,No,Reverse response order,No,Reverse response order,No,Reverse response order,No,Reverse response order,No,Reverse response order,No,Reverse response order,Between 1 and 3 days,Somewhat likely,Reverse response order,Trust them very much,Main response order,,,Trust them very much,Main response order,,,,,Trust them very much,Main response order,Trust them very much,Main response order,Trust them very much,Main response order,2,Adaado,,,Hawiye,Habar Gedir - Saleeban,,Dashame - farax roble,
6,Adaado,Cadaado,Galgaduud,Galmudug,Galmudug,Galmudug,Hayaan Hoose iyo Dhexe Dugsiga,ADA1103,ADA1103_1_3,Yes,Adaado,Galbeed,Female,18,100-200 USD,150,An NGO or charity,Main response order,Between 10 and 20 minutes,Private health clinic,Main response order,Better,Main response order,15,7.5,No,,I would trust it completely,Main response order,I would trust it somewhat,Main response order,I would trust it completely,Main response order,No,No,No,No,,,,,Somewhat willing,Reverse response order,No,,,,,,,No,Reverse response order,No,Reverse response order,No,Reverse response order,Yes,Reverse response order,No,Reverse response order,No,Reverse response order,No,Reverse response order,Between 1 and 2 weeks,Very likely,Main response order,Trust them somewhat,Main response order,,,Trust them very much,Main response order,,,,,Trust them very much,Main response order,Trust them very much,Main response order,Trust them very much,Main response order,7,Adaado,,,Hawiye,Habar Gedir - Saleeban,,farax  - bahabgal,
8,Adaado,Cadaado,Galgaduud,Galmudug,Galmudug,Galmudug,Hayaan Hoose iyo Dhexe Dugsiga,ADA1103,ADA1103_7_1,Yes,Adaado,Galbeed,Male,52,Less than 50 USD,25,An aid agency,Reverse response order,Between 45 minutes and one hour,Health clinic run by the district government,Main response order,Better,Reverse response order,2.5,1.25,Yes,,I would trust it completely,Reverse response order,I would trust it completely,Reverse response order,I would trust it completely,Reverse response order,No,No,No,No,,,,,Very willing,Main response order,Yes,Once every month,,100,Yes,"No, women do not contribute",Reverse response order,Yes,Main response order,Yes,Main response order,No,Main response order,Yes,Main response order,Yes,Main response order,No,Main response order,No,Main response order,Longer than 1 month,Not likely at all,Reverse response order,Do not trust them at all,Reverse response order,,,Trust them very much,Reverse response order,,,,,Trust them very much,Reverse response order,Trust them very much,Reverse response order,Trust them very much,Reverse response order,11,Adaado,,,Hawiye,Habar Gedir - Saleeban,,Refused to answer (DO NOT READ),
6,Adaado,Cadaado,Galgaduud,Galmudug,Galmudug,Galmudug,Hayaan Hoose iyo Dhexe Dugsiga,ADA1114,ADA1114_9_1,Yes,Adaado,Galbeed,Female,21,"500-1,000 USD",750,An NGO or charity,Main response order,Between 10 and 20 minutes,Health clinic run by the district government,Main response order,Better,Reverse response order,75,37.5,No,,I would trust it somewhat,Main response order,I would trust it somewhat,Main response order,I would trust it somewhat,Main response order,No,Yes,No,No,,500,,,Somewhat willing,Main response order,No,,,,,,,Yes,Main response order,Yes,Main response order,Yes,Main response order,Yes,Main response order,Yes,Main response order,Yes,Main response order,Yes,Main response order,Between 1 and 2 weeks,Somewhat likely,Reverse response order,Trust them somewhat,Reverse response order,,,Trust them very much,Reverse response order,,,,,Do not trust them at all,Reverse response order,Trust them very much,Reverse response order,Trust them very much,Reverse response order,10,Gaalkacyo,,Between 5 and 10 years,Hawiye,Habar Gedir - Saleeban,,farax  - midiyar,
7,Adaado,Cadaado,Galgaduud,Galmudug,Galmudug,Galmudug,Hayaan Hoose iyo Dhexe Dugsiga,ADA1117,ADA1117_13_1,Yes,Adaado,Kaam badbaado,Female,49,50-100 USD,75,The ${dist_lab} district government,Reverse response order,More than one hour,Private health clinic,Main response order,Better,Reverse response order,7.5,3.75,Yes,,I would trust it completely,Main response order,I would trust it completely,Main response order,I would trust it completely,Main response order,Yes,No,No,Yes,0,,,0,Very willing,Reverse response order,No,,,,,,,Yes,Reverse response order,Yes,Reverse response order,Yes,Reverse response order,Yes,Reverse response order,Yes,Reverse response order,Yes,Reverse response order,Yes,Reverse response order,Between 1 and 2 weeks,Somewhat likely,Main response order,Trust them very much,Main response order,,,Trust them very much,Main response order,,,,,Trust them somewhat,Main response order,Trust them very much,Main response order,Trust them very much,Main response order,11,Other,Xamar meel hoos  timaada oo shalanboor la yidhaa,More than 10 years,Darood,Other Darood clan,Cumar maxamuud,,
11,Adaado,Cadaado,Galgaduud,Galmudug,Galmudug,Galmudug,Hayaan Hoose iyo Dhexe Dugsiga,ADA1119,ADA1119_19_2,Yes,Adaado,Hodan,Female,45,100-200 USD,150,The Federal Government of Somalia,Main response order,Between 10 and 20 minutes,Private health clinic,Main response order,Better,Reverse response order,15,7.5,Yes,,I would trust it completely,Main response order,I would trust it completely,Main response order,I would trust it completely,Main response order,No,No,No,Yes,,,,55,Very willing,Reverse response order,No,,,,,,,No,Reverse response order,Yes,Reverse response order,Yes,Reverse response order,Yes,Reverse response order,No,Reverse response order,No,Reverse response order,No,Reverse response order,Don't know,Very likely,Reverse response order,Trust them very much,Main response order,,,Do not trust them at all,Main response order,,,,,Trust them very much,Main response order,Trust them very much,Main response order,Trust them very much,Main response order,10,Adaado,,,Hawiye,Habar Gedir - Saleeban,,farax - reer muse,
4,Adaado,Cadaado,Galgaduud,Galmudug,Galmudug,Galmudug,Hayaan Hoose iyo Dhexe Dugsiga,ADA1119,ADA1119_22_1,Yes,Adaado,Daryeel,Male,33,50-100 USD,75,An aid agency,Reverse response order,Between 20 and 30 minutes,Health clinic run by the district government,Main response order,Better,Reverse response order,7.5,3.75,Yes,,I would trust it completely,Main response order,I would trust it completely,Main response order,I would trust it completely,Main response order,No,No,Yes,Yes,,,40,50,Very willing,Main response order,No,,,,,,,No,Main response order,Yes,Main response order,Yes,Main response order,No,Main response order,No,Main response order,No,Main response order,No,Main response order,Between 2 weeks and 1 month,Very likely,Main response order,Trust them very much,Main response order,,,Trust them very much,Main response order,,,,,Trust them very much,Main response order,Trust them very much,Main response order,Trust them very much,Main response order,7,Adaado,,,Hawiye,Habar Gedir - Saleeban,,Other,Maxamud cumar
3,Adaado,Cadaado,Galgaduud,Galmudug,Galmudug,Galmudug,Hayaan Hoose iyo Dhexe Dugsiga,ADA1127,ADA1127_1_1,Yes,Adaado,Waaberi,Female,30,50-100 USD,75,An aid agency,Reverse response order,More than one hour,Health clinic run by the district government,Reverse response order,Better,Reverse response order,7.5,3.75,Yes,,I would trust it completely,Main response order,I would trust it completely,Main response order,I would trust it completely,Main response order,No,No,Yes,Yes,,,50,30,Not willing,Main response order,No,,,,,,,Yes,Main response order,Yes,Main response order,Yes,Main response order,Yes,Main response order,Yes,Main response order,Yes,Main response order,Yes,Main response order,Longer than 1 month,Very likely,Reverse response order,Trust them very much,Main response order,,,Trust them very much,Main response order,,,,,Trust them very much,Main response order,Trust them very much,Main response order,Trust them very much,Main response order,10,Adaado,,,Hawiye,Habar Gedir - Saleeban,,Dashame  - Abokar,
7,Adaado,Cadaado,Galgaduud,Galmudug,Galmudug,Galmudug,Hayaan Hoose iyo Dhexe Dugsiga,ADA1129,ADA1129_19_2,Yes,Adaado,Bakiin,Female,21,50-100 USD,75,An aid agency,Main response order,Between 30 and 45 minutes,Private health clinic,Reverse response order,Worse,Reverse response order,7.5,3.75,Yes,,I would trust it somewhat,Reverse response order,I would trust it somewhat,Reverse response order,I would trust it somewhat,Reverse response order,Yes,Yes,No,No,100,30,,,Very willing,Main response order,No,,,,,,,No,Main response order,No,Main response order,No,Main response order,No,Main response order,No,Main response order,No,Main response order,No,Main response order,Between 1 and 2 weeks,Somewhat likely,Reverse response order,Trust them somewhat,Reverse response order,,,Trust them somewhat,Reverse response order,,,,,Trust them somewhat,Reverse response order,Trust them very much,Reverse response order,Trust them somewhat,Reverse response order,2,Other,Mudug,Between 5 and 10 years,Darood,Leelkase,,,
12,Adaado,Cadaado,Galgaduud,Galmudug,Galmudug,Galmudug,Hayaan Hoose iyo Dhexe Dugsiga,ADA1129,ADA1129_3_1,Yes,Adaado,Waaberi,Female,24,200-300 USD,250,An aid agency,Reverse response order,Less than 10 minutes,Health clinic run by the district government,Main response order,Better,Main response order,25,12.5,Yes,,I would trust it completely,Reverse response order,I would trust it completely,Reverse response order,I would trust it completely,Reverse response order,No,No,No,Yes,,,,20,Very willing,Main response order,No,,,,,,,No,Reverse response order,No,Reverse response order,No,Reverse response order,No,Reverse response order,No,Reverse response order,No,Reverse response order,No,Reverse response order,Longer than 1 month,Somewhat likely,Main response order,Trust them somewhat,Main response order,,,Trust them very much,Main response order,,,,,Trust them very much,Main response order,Trust them very much,Main response order,Trust them somewhat,Main response order,6,Other,Buurta nabada,More than 10 years,Hawiye,Habar Gedir - Saleeban,,Dashame - mohamed roble,
16,Adaado,Cadaado,Galgaduud,Galmudug,Galmudug,Galmudug,Hayaan Hoose iyo Dhexe Dugsiga,ADA1138,ADA1138_14_2,Yes,Adaado,Xafada waabari,Female,20,100-200 USD,150,A private business or owner,Reverse response order,Between 20 and 30 minutes,Health clinic run by the district government,Main response order,The same,Reverse response order,15,7.5,Yes,,I would trust it completely,Reverse response order,I would trust it completely,Reverse response order,I would trust it completely,Reverse response order,No,No,No,No,,,,,Very willing,Main response order,No,,,,,,,No,Reverse response order,No,Reverse response order,Yes,Reverse response order,Yes,Reverse response order,Yes,Reverse response order,No,Reverse response order,Yes,Reverse response order,Don't know,Very likely,Main response order,Trust them very much,Reverse response order,,,Trust them very much,Reverse response order,,,,,Trust them very much,Reverse response order,Do not trust them at all,Reverse response order,Trust them very much,Reverse response order,5,Adaado,,,Hawiye,Habar Gedir - Saleeban,,Dashame - mohamed roble,
19,Adaado,Cadaado,Galgaduud,Galmudug,Galmudug,Galmudug,Hayaan Hoose iyo Dhexe Dugsiga,ADA2101,ADA2101_1_1,Yes,Adaado,Wabari,Female,36,50-100 USD,75,An aid agency,Main response order,Between 10 and 20 minutes,Health clinic run by the district government,Reverse response order,Better,Main response order,7.5,3.75,Yes,,I would not trust it at all,Reverse response order,I would not trust it at all,Reverse response order,I would not trust it at all,Reverse response order,No,No,No,Yes,,,,20,Somewhat willing,Main response order,No,,,,,,,Yes,Reverse response order,Yes,Reverse response order,Yes,Reverse response order,Yes,Reverse response order,Yes,Reverse response order,Yes,Reverse response order,Yes,Reverse response order,Between 2 weeks and 1 month,Somewhat likely,Main response order,Trust them very much,Reverse response order,,,Trust them very much,Reverse response order,,,,,Trust them very much,Reverse response order,Trust them very much,Reverse response order,Trust them very much,Reverse response order,10,Adaado,,,Hawiye,Habar Gedir - Saleeban,,farax - reer muse,
4,Adaado,Cadaado,Galgaduud,Galmudug,Galmudug,Galmudug,Hayaan Hoose iyo Dhexe Dugsiga,ADA2107,ADA2107_12_2,Yes,Adaado,Galbeedka,Female,35,50-100 USD,75,An aid agency,Reverse response order,Between 10 and 20 minutes,Health clinic run by the district government,Main response order,Better,Main response order,7.5,3.75,Yes,,I would trust it completely,Reverse response order,I would trust it completely,Reverse response order,I would trust it somewhat,Reverse response order,No,Yes,No,No,,180,,,Somewhat willing,Main response order,No,,,,,,,Yes,Main response order,No,Main response order,No,Main response order,Yes,Main response order,No,Main response order,No,Main response order,No,Main response order,Between 4 days and 1 week,Somewhat likely,Main response order,Trust them somewhat,Reverse response order,,,Trust them somewhat,Reverse response order,,,,,Trust them somewhat,Reverse response order,Trust them very much,Reverse response order,Trust them very much,Reverse response order,12,Adaado,,,Hawiye,Habar Gedir - Saleeban,,farax - reer xirsi,
17,Adaado,Cadaado,Galgaduud,Galmudug,Galmudug,Galmudug,Hayaan Hoose iyo Dhexe Dugsiga,ADA2114,ADA2114_4_1,Yes,Adaado,Waaberi,Female,21,50-100 USD,75,The ${dist_lab} district government,Reverse response order,Between 45 minutes and one hour,Health clinic run by the district government,Reverse response order,Better,Main response order,7.5,3.75,Yes,,I would trust it completely,Reverse response order,I would trust it somewhat,Reverse response order,I would not trust it at all,Reverse response order,No,No,No,No,,,,,Somewhat willing,Main response order,No,,,,,,,No,Main response order,No,Main response order,No,Main response order,Yes,Main response order,No,Main response order,Yes,Main response order,No,Main response order,Between 1 and 2 weeks,Somewhat likely,Reverse response order,Trust them somewhat,Main response order,,,Trust them very much,Main response order,,,,,Trust them very much,Main response order,Trust them very much,Main response order,Trust them somewhat,Main response order,4,Adaado,,,Hawiye,Habar Gedir - Saleeban,,reer muse,
6,Adaado,Cadaado,Galgaduud,Galmudug,Galmudug,Galmudug,Hayaan Hoose iyo Dhexe Dugsiga,ADA2118,ADA2118_11_1,Yes,Adaado,Galbeed,Female,32,50-100 USD,75,An aid agency,Main response order,Between 10 and 20 minutes,Health clinic run by the district government,Main response order,Better,Reverse response order,7.5,3.75,Yes,,I would trust it completely,Reverse response order,I would trust it completely,Reverse response order,I would trust it completely,Reverse response order,No,No,No,No,,,,,Very willing,Reverse response order,No,,,,,,,No,Reverse response order,Yes,Reverse response order,No,Reverse response order,No,Reverse response order,No,Reverse response order,No,Reverse response order,No,Reverse response order,Longer than 1 month,Somewhat likely,Main response order,Do not trust them at all,Reverse response order,,,Trust them somewhat,Reverse response order,,,,,Trust them very much,Reverse response order,Trust them very much,Reverse response order,Trust them very much,Reverse response order,8,Banadir,,More than 10 years,Hawiye,Habar Gedir - Saleeban,,farax - reer muse,
15,Adaado,Cadaado,Galgaduud,Galmudug,Galmudug,Galmudug,Hayaan Hoose iyo Dhexe Dugsiga,ADA2119,ADA2119_9_1,Yes,Adaado,Karaamo,Female,22,100-200 USD,150,Don't know [DO NOT READ],Main response order,Between 10 and 20 minutes,Health clinic run by the district government,Main response order,Better,Main response order,15,7.5,No,,I would trust it completely,Reverse response order,I would trust it completely,Reverse response order,I would trust it completely,Reverse response order,No,No,No,No,,,,,Very willing,Reverse response order,No,,,,,,,Yes,Reverse response order,No,Reverse response order,Yes,Reverse response order,Yes,Reverse response order,No,Reverse response order,No,Reverse response order,No,Reverse response order,Longer than 1 month,Very likely,Reverse response order,Trust them somewhat,Reverse response order,,,Trust them somewhat,Reverse response order,,,,,Trust them very much,Reverse response order,Trust them very much,Reverse response order,Trust them very much,Reverse response order,3,Adaado,,,Hawiye,Habar Gedir - Saleeban,,farax - reer xirsi,
2,Adaado,Cadaado,Galgaduud,Galmudug,Galmudug,Galmudug,Hayaan Hoose iyo Dhexe Dugsiga,ADA2122,ADA2122_15_1,Yes,Adaado,Kaamka karaamo,Female,38,100-200 USD,150,An NGO or charity,Reverse response order,Less than 10 minutes,Health clinic run by the district government,Main response order,Better,Reverse response order,15,7.5,Yes,,I would trust it completely,Main response order,I would trust it completely,Main response order,I would trust it completely,Main response order,No,No,No,No,,,,,Very willing,Reverse response order,No,,,,,,,Yes,Main response order,Yes,Main response order,Yes,Main response order,Yes,Main response order,Yes,Main response order,No,Main response order,Yes,Main response order,Longer than 1 month,Not likely at all,Main response order,Do not trust them at all,Reverse response order,,,Trust them very much,Reverse response order,,,,,Trust them very much,Reverse response order,Trust them very much,Reverse response order,Trust them very much,Reverse response order,14,Baraawe,,More than 10 years,Hawiye,Habar Gedir - Cayr,,,
12,Adaado,Cadaado,Galgaduud,Galmudug,Galmudug,Galmudug,Hayaan Hoose iyo Dhexe Dugsiga,ADA2122,ADA2122_1_2,Yes,Adaado,Kaamka karaamo,Female,40,Less than 50 USD,25,An aid agency,Main response order,Between 45 minutes and one hour,Health clinic run by the district government,Main response order,Worse,Reverse response order,2.5,1.25,No,,I would trust it completely,Main response order,I would trust it completely,Main response order,I would trust it somewhat,Main response order,No,No,No,Yes,,,,55,Somewhat willing,Main response order,No,,,,,,,No,Main response order,No,Main response order,Yes,Main response order,Yes,Main response order,Yes,Main response order,Yes,Main response order,Yes,Main response order,Longer than 1 month,Very likely,Main response order,Trust them very much,Reverse response order,,,Trust them somewhat,Reverse response order,,,,,Trust them very much,Reverse response order,Trust them very much,Reverse response order,Trust them somewhat,Reverse response order,7,Jowhar,,More than 10 years,Hawiye,Habar Gedir - Saleeban,,farax  - reer warsame,
8,Adaado,Cadaado,Galgaduud,Galmudug,Galmudug,Galmudug,Hayaan Hoose iyo Dhexe Dugsiga,ADA2123,ADA2123_1_1,Yes,Adaado,Galbed,Female,20,50-100 USD,75,Don't know [DO NOT READ],Main response order,Between 10 and 20 minutes,Health clinic run by the district government,Main response order,Better,Main response order,7.5,3.75,No,,I would trust it completely,Main response order,I would trust it completely,Main response order,I would trust it completely,Main response order,No,No,No,No,,,,,Somewhat willing,Main response order,No,,,,,,,No,Main response order,No,Main response order,No,Main response order,No,Main response order,No,Main response order,No,Main response order,No,Main response order,Between 2 weeks and 1 month,Very likely,Reverse response order,Trust them somewhat,Reverse response order,,,Trust them very much,Reverse response order,,,,,Trust them somewhat,Reverse response order,Trust them very much,Reverse response order,Trust them very much,Reverse response order,10,Adaado,,,Hawiye,Habar Gedir - Saleeban,,farax - reer muse,
4,Adaado,Cadaado,Galgaduud,Galmudug,Galmudug,Galmudug,Hayaan Hoose iyo Dhexe Dugsiga,ADA2126,ADA2126_7_2,Yes,Adaado,Baxdo,Female,28,50-100 USD,75,An aid agency,Main response order,More than one hour,Health clinic run by the district government,Reverse response order,Better,Reverse response order,7.5,3.75,Yes,,I would trust it completely,Main response order,I would trust it completely,Main response order,I would trust it completely,Main response order,No,No,No,Yes,,,,55,Very willing,Reverse response order,No,,,,,,,No,Reverse response order,No,Reverse response order,No,Reverse response order,No,Reverse response order,No,Reverse response order,No,Reverse response order,No,Reverse response order,Between 2 weeks and 1 month,Somewhat likely,Main response order,Trust them somewhat,Reverse response order,,,Trust them very much,Reverse response order,,,,,Trust them very much,Reverse response order,Trust them very much,Reverse response order,Trust them very much,Reverse response order,5,Adaado,,,Hawiye,Habar Gedir - Saleeban,,Dashame  - Cigale,
7,Adaado,Cadaado,Galgaduud,Galmudug,Galmudug,Galmudug,Hayaan Hoose iyo Dhexe Dugsiga,ADA2130,ADA2130_16_2,Yes,Adaado,Xaafada bakiin,Female,40,Less than 50 USD,25,An aid agency,Reverse response order,More than one hour,Health clinic run by the district government,Main response order,Better,Reverse response order,2.5,1.25,Yes,,I would trust it somewhat,Reverse response order,I would trust it somewhat,Reverse response order,I would trust it somewhat,Reverse response order,No,No,No,No,,,,,Not willing,Main response order,No,,,,,,,Yes,Main response order,Yes,Main response order,Yes,Main response order,Yes,Main response order,Yes,Main response order,Yes,Main response order,Yes,Main response order,Between 1 and 3 days,Somewhat likely,Main response order,Trust them somewhat,Main response order,,,Trust them somewhat,Main response order,,,,,Trust them somewhat,Main response order,Trust them very much,Main response order,Trust them somewhat,Main response order,10,Adaado,,,Hawiye,Habar Gedir - Saleeban,,farax - reer muse,
15,Adaado,Cadaado,Galgaduud,Galmudug,Galmudug,Galmudug,Hayaan Hoose iyo Dhexe Dugsiga,ADA2130,ADA2130_30_1,Yes,Adaado,Baatin,Female,17,Less than 50 USD,25,An aid agency,Main response order,More than one hour,Health clinic run by the district government,Reverse response order,Better,Main response order,2.5,1.25,No,,I would trust it completely,Main response order,I would trust it completely,Main response order,I would trust it completely,Main response order,No,No,No,Yes,,,,55,Somewhat willing,Main response order,No,,,,,,,Yes,Main response order,Yes,Main response order,Yes,Main response order,Yes,Main response order,Yes,Main response order,Yes,Main response order,Yes,Main response order,Longer than 1 month,Very likely,Main response order,Trust them very much,Main response order,,,Trust them very much,Main response order,,,,,Trust them very much,Main response order,Trust them very much,Main response order,Trust them very much,Main response order,10,Other,Muqdisho,More than 10 years,Hawiye,Xawadle,,,
6,Adaado,Cadaado,Galgaduud,Galmudug,Galmudug,Galmudug,Hayaan Hoose iyo Dhexe Dugsiga,ADA2130,ADA2130_32_1,Yes,Adaado,Waaberi,Male,38,"500-1,000 USD",750,Don't know [DO NOT READ],Reverse response order,Less than 10 minutes,Health clinic run by the district government,Reverse response order,Better,Reverse response order,75,37.5,No,,I would trust it completely,Main response order,I would trust it completely,Main response order,I would trust it somewhat,Main response order,No,No,No,No,,,,,Very willing,Main response order,No,,,,,,,No,Reverse response order,No,Reverse response order,No,Reverse response order,No,Reverse response order,No,Reverse response order,No,Reverse response order,No,Reverse response order,Between 2 weeks and 1 month,Somewhat likely,Main response order,Do not trust them at all,Main response order,,,Do not trust them at all,Main response order,,,,,Trust them very much,Main response order,Trust them very much,Main response order,Trust them somewhat,Main response order,12,Adaado,,,Hawiye,Habar Gedir - Saleeban,,farax  - bahabgal,
4,Adaado,Cadaado,Galgaduud,Galmudug,Galmudug,Galmudug,Hayaan Hoose iyo Dhexe Dugsiga,ADA2136,ADA2136_2_1,Yes,Adaado,Bakiin,Female,23,200-300 USD,250,Don't know [DO NOT READ],Reverse response order,Between 10 and 20 minutes,Health clinic run by the district government,Reverse response order,Better,Reverse response order,25,12.5,No,,I would trust it completely,Reverse response order,I would trust it completely,Reverse response order,I would trust it somewhat,Reverse response order,Yes,No,No,No,200,,,,Not willing,Reverse response order,No,,,,,,,No,Main response order,No,Main response order,No,Main response order,No,Main response order,No,Main response order,Yes,Main response order,No,Main response order,Between 1 and 2 weeks,Very likely,Reverse response order,Trust them somewhat,Main response order,,,Trust them very much,Main response order,,,,,Trust them very much,Main response order,Trust them very much,Main response order,Trust them very much,Main response order,7,Adaado,,,Hawiye,Habar Gedir - Saleeban,,farax - reer muse,
9,Adaado,Cadaado,Galgaduud,Galmudug,Galmudug,Galmudug,Hayaan Hoose iyo Dhexe Dugsiga,ADA2139,ADA2139_9_1,Yes,Adaado,Buushashka,Female,38,Less than 50 USD,25,An NGO or charity,Reverse response order,Between 20 and 30 minutes,Health clinic run by the district government,Reverse response order,The same,Reverse response order,2.5,1.25,Yes,,I would trust it completely,Main response order,I would trust it completely,Main response order,I would trust it somewhat,Main response order,No,No,No,Yes,,,,100,Very willing,Reverse response order,No,,,,,,,No,Reverse response order,Yes,Reverse response order,Yes,Reverse response order,No,Reverse response order,No,Reverse response order,Yes,Reverse response order,No,Reverse response order,Between 4 days and 1 week,Not likely at all,Main response order,Trust them very much,Main response order,,,Trust them somewhat,Main response order,,,,,Trust them very much,Main response order,Trust them somewhat,Main response order,Trust them somewhat,Main response order,9,Other,Baxdo,Between 3 and 5 years,Hawiye,Habar Gedir - Saleeban,,Dashame - cabdigab,
1,Adaado,Cadaado,Galgaduud,Galmudug,Galmudug,Galmudug,Hayaan Hoose iyo Dhexe Dugsiga,ADA2141,ADA2141_11_1,Yes,Adaado,Wabari,Female,45,100-200 USD,150,Don't know [DO NOT READ],Reverse response order,Between 45 minutes and one hour,Health clinic run by the district government,Reverse response order,Better,Reverse response order,15,7.5,Yes,,I would trust it completely,Main response order,I would trust it completely,Main response order,I would trust it completely,Main response order,No,No,No,No,,,,,Very willing,Reverse response order,No,,,,,,,No,Main response order,No,Main response order,No,Main response order,Yes,Main response order,No,Main response order,No,Main response order,No,Main response order,Longer than 1 month,Not likely at all,Reverse response order,Do not trust them at all,Reverse response order,,,Do not trust them at all,Reverse response order,,,,,Trust them very much,Reverse response order,Trust them very much,Reverse response order,Do not trust them at all,Reverse response order,8,Adaado,,,Hawiye,Habar Gedir - Saleeban,,Dashame - habarawe,
7,Adaado,Cadaado,Galgaduud,Galmudug,Galmudug,Galmudug,Hayaan Hoose iyo Dhexe Dugsiga,ADA2160,ADA2160_23_1,Yes,Adaado,Karaamo,Female,35,50-100 USD,75,An aid agency,Reverse response order,Between 10 and 20 minutes,Health clinic run by the district government,Main response order,Better,Main response order,7.5,3.75,No,,I would trust it completely,Reverse response order,I would trust it completely,Reverse response order,I would trust it completely,Reverse response order,No,No,No,Yes,,,,20,Very willing,Reverse response order,No,,,,,,,No,Main response order,No,Main response order,Yes,Main response order,Yes,Main response order,Yes,Main response order,No,Main response order,No,Main response order,Between 1 and 2 weeks,Somewhat likely,Reverse response order,Trust them very much,Main response order,,,Trust them very much,Main response order,,,,,Trust them somewhat,Main response order,Trust them very much,Main response order,Trust them very much,Main response order,10,Adaado,,,"Marginalized or minority group (Bantu, Midgaan, Barawan, etc.)",Madhibaan,,,
3,Adaado,Cadaado,Galgaduud,Galmudug,Galmudug,Galmudug,Hayaan Hoose iyo Dhexe Dugsiga,ADA2161,ADA2161_1_2,Yes,Adaado,Karaama,Female,34,50-100 USD,75,The ${state_lab} state government,Main response order,Between 20 and 30 minutes,Health clinic run by the district government,Reverse response order,Better,Reverse response order,7.5,3.75,Yes,,I would trust it completely,Reverse response order,I would trust it completely,Reverse response order,I would trust it somewhat,Reverse response order,No,No,No,Yes,,,,20,Very willing,Main response order,No,,,,,,,No,Reverse response order,No,Reverse response order,No,Reverse response order,No,Reverse response order,No,Reverse response order,No,Reverse response order,Yes,Reverse response order,Longer than 1 month,Very likely,Main response order,Trust them very much,Main response order,,,Trust them very much,Main response order,,,,,Trust them very much,Main response order,Trust them very much,Main response order,Trust them very much,Main response order,9,Adaado,,,Hawiye,Habar Gedir - Saleeban,,farax - reer xirsi,
